h,bf,tw,tf,fy,T,L,di,Pi
600,300,15.5,30,440,1000,3500,0,0
600,300,15.5,30,440,1000,3500,0.2,14.72286187
600,300,15.5,30,440,1000,3500,0.4,29.4471018
600,300,15.5,30,440,1000,3500,0.6,44.17250807
600,300,15.5,30,440,1000,3500,0.8,58.89892657
600,300,15.5,30,440,1000,3500,1,73.62559323
600,300,15.5,30,440,1000,3500,1.2,88.35372123
600,300,15.5,30,440,1000,3500,1.4,103.0826955
600,300,15.5,30,440,1000,3500,1.6,117.8126955
600,300,15.5,30,440,1000,3500,1.8,132.5436697
600,300,15.5,30,440,1000,3500,2,147.2751568
600,300,15.5,30,440,1000,3500,2.2,162.0071568
600,300,15.5,30,440,1000,3500,2.4,176.7396439
600,300,15.5,30,440,1000,3500,2.6,191.4724643
600,300,15.5,30,440,1000,3500,2.8,206.2057977
600,300,15.5,30,440,1000,3500,3,220.939131
600,300,15.5,30,440,1000,3500,3.2,235.6726181
600,300,15.5,30,440,1000,3500,3.4,250.4066181
600,300,15.5,30,440,1000,3500,3.6,265.1396439
600,300,15.5,30,440,1000,3500,3.8,279.8723106
600,300,15.5,30,440,1000,3500,4,294.6049772
600,300,15.5,30,440,1000,3500,4.2,309.3342341
600,300,15.5,30,440,1000,3500,4.4,323.9229125
600,300,15.5,30,440,1000,3500,4.6,338.0469125
600,300,15.5,30,440,1000,3500,4.8,344.4360928
600,300,15.5,30,440,1000,3500,5,345.9265565
600,300,15.5,30,440,1000,3500,5.2,340.5878898
600,300,15.5,30,440,1000,3500,5.4,335.7363331
600,300,15.5,30,440,1000,3500,5.6,331.2471736
600,300,15.5,30,440,1000,3500,5.8,327.3678402
600,300,15.5,30,440,1000,3500,6,324.0223795
600,300,15.5,30,440,1000,3500,6.2,320.9810489
600,300,15.5,30,440,1000,3500,6.4,318.2977156
600,300,15.5,30,440,1000,3500,6.6,315.8438111
600,300,15.5,30,440,1000,3500,6.8,313.5269156
600,300,15.5,30,440,1000,3500,7,311.3849156
600,300,15.5,30,440,1000,3500,7.2,309.3661544
600,300,15.5,30,440,1000,3500,7.4,307.4254217
600,300,15.5,30,440,1000,3500,7.6,305.5934217
600,300,15.5,30,440,1000,3500,7.8,303.7365791
600,300,15.5,30,440,1000,3500,8,301.8061467
600,300,15.5,30,440,1000,3500,8.2,299.6608134
600,300,15.5,30,440,1000,3500,8.4,297.4959956
600,300,15.5,30,440,1000,3500,8.6,295.3199991
600,300,15.5,30,440,1000,3500,8.8,293.1306731
600,300,15.5,30,440,1000,3500,9,290.570647
600,300,15.5,30,440,1000,3500,9.2,287.8464474
600,300,15.5,30,440,1000,3500,9.4,285.0304474
600,300,15.5,30,440,1000,3500,9.6,282.257313
600,300,15.5,30,440,1000,3500,9.8,279.4184781
600,300,15.5,30,440,1000,3500,10,276.3078114
600,300,15.5,30,440,1000,3500,10.2,272.9652887
600,300,15.5,30,440,1000,3500,10.4,269.5697412
600,300,15.5,30,440,1000,3500,10.6,266.2823969
600,300,15.5,30,440,1000,3500,10.8,263.1392452
600,300,15.5,30,440,1000,3500,11,260.0172596
600,300,15.5,30,440,1000,3500,11.2,256.7885929
600,300,15.5,30,440,1000,3500,11.4,253.4089222
600,300,15.5,30,440,1000,3500,11.6,250.0037316
600,300,15.5,30,440,1000,3500,11.8,246.699076
600,300,15.5,30,440,1000,3500,12,243.5522273
600,300,15.5,30,440,1000,3500,12.2,240.5158368
600,300,15.5,30,440,1000,3500,12.4,237.6538368
600,300,15.5,30,440,1000,3500,12.6,234.9360213
600,300,15.5,30,440,1000,3500,12.8,232.2861172
600,300,15.5,30,440,1000,3500,13,229.6854406
600,300,15.5,30,440,1000,3500,13.2,227.002956
600,300,15.5,30,440,1000,3500,13.4,224.3105924
600,300,15.5,30,440,1000,3500,13.6,221.685917
600,300,15.5,30,440,1000,3500,13.8,219.1664637
600,300,15.5,30,440,1000,3500,14,216.717475
600,300,15.5,30,440,1000,3500,14.2,214.3741417
600,300,15.5,30,440,1000,3500,14.4,212.126769
600,300,15.5,30,440,1000,3500,14.6,209.9421429
600,300,15.5,30,440,1000,3500,14.8,207.8488165
600,300,15.5,30,440,1000,3500,15,205.817
600,300,15.5,30,440,20,4000,0,0
600,300,15.5,30,440,20,4000,0.2,285.9553556
600,300,15.5,30,440,20,4000,0.4,571.91952
600,300,15.5,30,440,20,4000,0.6,857.8923631
600,300,15.5,30,440,20,4000,0.8,1143.870346
600,300,15.5,30,440,20,4000,1,1429.853679
600,300,15.5,30,440,20,4000,1.2,1715.839448
600,300,15.5,30,440,20,4000,1.4,2001.825499
600,300,15.5,30,440,20,4000,1.6,2287.809499
600,300,15.5,30,440,20,4000,1.8,2573.788141
600,300,15.5,30,440,20,4000,2,2859.761271
600,300,15.5,30,440,20,4000,2.2,3145.722604
600,300,15.5,30,440,20,4000,2.4,3431.667376
600,300,15.5,30,440,20,4000,2.6,3717.598815
600,300,15.5,30,440,20,4000,2.8,4003.506148
600,300,15.5,30,440,20,4000,3,4289.38182
600,300,15.5,30,440,20,4000,3.2,4575.233056
600,300,15.5,30,440,20,4000,3.4,4861.041723
600,300,15.5,30,440,20,4000,3.6,5146.799243
600,300,15.5,30,440,20,4000,3.8,5432.517303
600,300,15.5,30,440,20,4000,4,5718.166637
600,300,15.5,30,440,20,4000,4.2,6003.735597
600,300,15.5,30,440,20,4000,4.4,6289.243406
600,300,15.5,30,440,20,4000,4.6,6574.646073
600,300,15.5,30,440,20,4000,4.8,6859.926475
600,300,15.5,30,440,20,4000,5,7145.114137
600,300,15.5,30,440,20,4000,5.2,7430.142804
600,300,15.5,30,440,20,4000,5.4,7714.985882
600,300,15.5,30,440,20,4000,5.6,7999.688427
600,300,15.5,30,440,20,4000,5.8,8284.150427
600,300,15.5,30,440,20,4000,6,8568.328442
600,300,15.5,30,440,20,4000,6.2,8852.291056
600,300,15.5,30,440,20,4000,6.4,9135.88439
600,300,15.5,30,440,20,4000,6.6,9419.036401
600,300,15.5,30,440,20,4000,6.8,9693.180654
600,300,15.5,30,440,20,4000,7,9937.823988
600,300,15.5,30,440,20,4000,7.2,9474.179746
600,300,15.5,30,440,20,4000,7.4,9101.410566
600,300,15.5,30,440,20,4000,7.6,8879.994375
600,300,15.5,30,440,20,4000,7.8,8706.01235
600,300,15.5,30,440,20,4000,8,8565.986065
600,300,15.5,30,440,20,4000,8.2,8431.656684
600,300,15.5,30,440,20,4000,8.4,8301.620684
600,300,15.5,30,440,20,4000,8.6,8173.179996
600,300,15.5,30,440,20,4000,8.8,8031.447184
600,300,15.5,30,440,20,4000,9,7872.216653
600,300,15.5,30,440,20,4000,9.2,7691.986304
600,300,15.5,30,440,20,4000,9.4,7512.500121
600,300,15.5,30,440,20,4000,9.6,7335.928788
600,300,15.5,30,440,20,4000,9.8,7162.75147
600,300,15.5,30,440,20,4000,10,6994.700091
600,300,15.5,30,440,20,4000,10.2,6833.025297
600,300,15.5,30,440,20,4000,10.4,6672.022446
600,300,15.5,30,440,20,4000,10.6,6518.896517
600,300,15.5,30,440,20,4000,10.8,6375.98985
600,300,15.5,30,440,20,4000,11,6245.114134
600,300,15.5,30,440,20,4000,11.2,6116.461955
600,300,15.5,30,440,20,4000,11.4,5989.598621
600,300,15.5,30,440,20,4000,11.6,5870.238349
600,300,15.5,30,440,20,4000,11.8,5756.834668
600,300,15.5,30,440,20,4000,12,5650.511647
600,300,15.5,30,440,20,4000,12.2,5554.508582
600,300,15.5,30,440,20,4000,12.4,5463.278147
600,300,15.5,30,440,20,4000,12.6,5377.322147
600,300,15.5,30,440,20,4000,12.8,5298.099395
600,300,15.5,30,440,20,4000,13,5221.842965
600,300,15.5,30,440,20,4000,13.2,5148.835209
600,300,15.5,30,440,20,4000,13.4,5078.972618
600,300,15.5,30,440,20,4000,13.6,5010.780277
600,300,15.5,30,440,20,4000,13.8,4944.476944
600,300,15.5,30,440,20,4000,14,4880.770792
600,300,15.5,30,440,20,4000,14.2,4818.885915
600,300,15.5,30,440,20,4000,14.4,4759.137915
600,300,15.5,30,440,20,4000,14.6,4702.856318
600,300,15.5,30,440,20,4000,14.8,4648.307003
600,300,15.5,30,440,20,4000,15,4595.698
600,300,15.5,30,440,200,4000,0,0
600,300,15.5,30,440,200,4000,0.2,257.3611357
600,300,15.5,30,440,200,4000,0.4,514.7299827
600,300,15.5,30,440,200,4000,0.6,772.1067463
600,300,15.5,30,440,200,4000,0.8,1029.487942
600,300,15.5,30,440,200,4000,1,1286.873942
600,300,15.5,30,440,200,4000,1.2,1544.262377
600,300,15.5,30,440,200,4000,1.4,1801.651095
600,300,15.5,30,440,200,4000,1.6,2059.037762
600,300,15.5,30,440,200,4000,1.8,2316.419558
600,300,15.5,30,440,200,4000,2,2573.796482
600,300,15.5,30,440,200,4000,2.2,2831.163149
600,300,15.5,30,440,200,4000,2.4,3088.514715
600,300,15.5,30,440,200,4000,2.6,3345.854256
600,300,15.5,30,440,200,4000,2.8,3603.172256
600,300,15.5,30,440,200,4000,3,3860.461517
600,300,15.5,30,440,200,4000,3.2,4117.728804
600,300,15.5,30,440,200,4000,3.4,4374.958138
600,300,15.5,30,440,200,4000,3.6,4632.140708
600,300,15.5,30,440,200,4000,3.8,4889.287742
600,300,15.5,30,440,200,4000,4,5146.373742
600,300,15.5,30,440,200,4000,4.2,5403.387163
600,300,15.5,30,440,200,4000,4.4,5660.345535
600,300,15.5,30,440,200,4000,4.6,5917.209535
600,300,15.5,30,440,200,4000,4.8,6173.962961
600,300,15.5,30,440,200,4000,5,6430.632877
600,300,15.5,30,440,200,4000,5.2,6687.160211
600,300,15.5,30,440,200,4000,5.4,6943.520465
600,300,15.5,30,440,200,4000,5.6,7199.754084
600,300,15.5,30,440,200,4000,5.8,7455.770751
600,300,15.5,30,440,200,4000,6,7711.532659
600,300,15.5,30,440,200,4000,6.2,7966.211414
600,300,15.5,30,440,200,4000,6.4,8217.590747
600,300,15.5,30,440,200,4000,6.6,8343.294239
600,300,15.5,30,440,200,4000,6.8,8358.678489
600,300,15.5,30,440,200,4000,7,8160.627156
600,300,15.5,30,440,200,4000,7.2,8001.929439
600,300,15.5,30,440,200,4000,7.4,7863.302515
600,300,15.5,30,440,200,4000,7.6,7743.234515
600,300,15.5,30,440,200,4000,7.8,7634.587296
600,300,15.5,30,440,200,4000,8,7533.593022
600,300,15.5,30,440,200,4000,8.2,7444.082355
600,300,15.5,30,440,200,4000,8.4,7362.229058
600,300,15.5,30,440,200,4000,8.6,7282.466016
600,300,15.5,30,440,200,4000,8.8,7200.26029
600,300,15.5,30,440,200,4000,9,7113.108066
600,300,15.5,30,440,200,4000,9.2,7022.475407
600,300,15.5,30,440,200,4000,9.4,6926.316074
600,300,15.5,30,440,200,4000,9.6,6823.408806
600,300,15.5,30,440,200,4000,9.8,6717.699973
600,300,15.5,30,440,200,4000,10,6610.943307
600,300,15.5,30,440,200,4000,10.2,6494.783273
600,300,15.5,30,440,200,4000,10.4,6377.169413
600,300,15.5,30,440,200,4000,10.6,6266.26771
600,300,15.5,30,440,200,4000,10.8,6152.316969
600,300,15.5,30,440,200,4000,11,6037.635355
600,300,15.5,30,440,200,4000,11.2,5924.264689
600,300,15.5,30,440,200,4000,11.4,5818.816866
600,300,15.5,30,440,200,4000,11.6,5718.583337
600,300,15.5,30,440,200,4000,11.8,5626.000312
600,300,15.5,30,440,200,4000,12,5534.374978
600,300,15.5,30,440,200,4000,12.2,5443.943749
600,300,15.5,30,440,200,4000,12.4,5356.317749
600,300,15.5,30,440,200,4000,12.6,5273.64858
600,300,15.5,30,440,200,4000,12.8,5194.313284
600,300,15.5,30,440,200,4000,13,5120.003284
600,300,15.5,30,440,200,4000,13.2,5049.883571
600,300,15.5,30,440,200,4000,13.4,4982.507489
600,300,15.5,30,440,200,4000,13.6,4919.130611
600,300,15.5,30,440,200,4000,13.8,4859.101308
600,300,15.5,30,440,200,4000,14,4801.132063
600,300,15.5,30,440,200,4000,14.2,4745.918063
600,300,15.5,30,440,200,4000,14.4,4692.075764
600,300,15.5,30,440,200,4000,14.6,4639.105895
600,300,15.5,30,440,200,4000,14.8,4587.359401
600,300,15.5,30,440,200,4000,15,4536.928
600,300,15.5,30,355,800,4000,0,0
600,300,15.5,30,355,800,4000,0.2,25.73911111
600,300,15.5,30,355,800,4000,0.4,51.47988519
600,300,15.5,30,355,800,4000,0.6,77.22135309
600,300,15.5,30,355,800,4000,0.8,102.9627784
600,300,15.5,30,355,800,4000,1,128.7047784
600,300,15.5,30,355,800,4000,1.2,154.4472655
600,300,15.5,30,355,800,4000,1.4,180.1897784
600,300,15.5,30,355,800,4000,1.6,205.9317784
600,300,15.5,30,355,800,4000,1.8,231.6732913
600,300,15.5,30,355,800,4000,2,257.4144709
600,300,15.5,30,355,800,4000,2.2,283.1551375
600,300,15.5,30,355,800,4000,2.4,308.8938558
600,300,15.5,30,355,800,4000,2.6,334.6312407
600,300,15.5,30,355,800,4000,2.8,360.366574
600,300,15.5,30,355,800,4000,3,386.0994718
600,300,15.5,30,355,800,4000,3.2,411.8247056
600,300,15.5,30,355,800,4000,3.4,437.5273723
600,300,15.5,30,355,800,4000,3.6,460.0268036
600,300,15.5,30,355,800,4000,3.8,478.7154279
600,300,15.5,30,355,800,4000,4,488.6320946
600,300,15.5,30,355,800,4000,4.2,494.6348324
600,300,15.5,30,355,800,4000,4.4,499.0299838
600,300,15.5,30,355,800,4000,4.6,502.8753171
600,300,15.5,30,355,800,4000,4.8,506.4381267
600,300,15.5,30,355,800,4000,5,509.7373269
600,300,15.5,30,355,800,4000,5.2,512.5046603
600,300,15.5,30,355,800,4000,5.4,514.6972038
600,300,15.5,30,355,800,4000,5.6,516.5367035
600,300,15.5,30,355,800,4000,5.8,517.9053702
600,300,15.5,30,355,800,4000,6,518.9418278
600,300,15.5,30,355,800,4000,6.2,519.7566419
600,300,15.5,30,355,800,4000,6.4,520.2406419
600,300,15.5,30,355,800,4000,6.6,520.485958
600,300,15.5,30,355,800,4000,6.8,520.5934677
600,300,15.5,30,355,800,4000,7,520.534801
600,300,15.5,30,355,800,4000,7.2,520.3046716
600,300,15.5,30,355,800,4000,7.4,519.9732017
600,300,15.5,30,355,800,4000,7.6,519.514535
600,300,15.5,30,355,800,4000,7.8,518.8722279
600,300,15.5,30,355,800,4000,8,517.9910744
600,300,15.5,30,355,800,4000,8.2,516.5390744
600,300,15.5,30,355,800,4000,8.4,514.8079604
600,300,15.5,30,355,800,4000,8.6,512.8626279
600,300,15.5,30,355,800,4000,8.8,510.5459689
600,300,15.5,30,355,800,4000,9,507.6929925
600,300,15.5,30,355,800,4000,9.2,504.5980303
600,300,15.5,30,355,800,4000,9.4,501.3553636
600,300,15.5,30,355,800,4000,9.6,497.9772804
600,300,15.5,30,355,800,4000,9.8,494.3718221
600,300,15.5,30,355,800,4000,10,490.1744888
600,300,15.5,30,355,800,4000,10.2,485.8704889
600,300,15.5,30,355,800,4000,10.4,481.5228577
600,300,15.5,30,355,800,4000,10.6,477.1608432
600,300,15.5,30,355,800,4000,10.8,472.7968908
600,300,15.5,30,355,800,4000,11,468.3402657
600,300,15.5,30,355,800,4000,11.2,463.5769324
600,300,15.5,30,355,800,4000,11.4,458.8067795
600,300,15.5,30,355,800,4000,11.6,454.0447271
600,300,15.5,30,355,800,4000,11.8,449.3180762
600,300,15.5,30,355,800,4000,12,444.761403
600,300,15.5,30,355,800,4000,12.2,440.3290559
600,300,15.5,30,355,800,4000,12.4,436.1023893
600,300,15.5,30,355,800,4000,12.6,431.992629
600,300,15.5,30,355,800,4000,12.8,427.8922852
600,300,15.5,30,355,800,4000,13,423.6796186
600,300,15.5,30,355,800,4000,13.2,419.5239539
600,300,15.5,30,355,800,4000,13.4,415.4269692
600,300,15.5,30,355,800,4000,13.6,411.4556226
600,300,15.5,30,355,800,4000,13.8,407.6172668
600,300,15.5,30,355,800,4000,14,403.8692994
600,300,15.5,30,355,800,4000,14.2,400.2592994
600,300,15.5,30,355,800,4000,14.4,396.7730253
600,300,15.5,30,355,800,4000,14.6,393.3695751
600,300,15.5,30,355,800,4000,14.8,390.0902527
600,300,15.5,30,355,800,4000,15,386.896
600,300,15.5,30,440,200,3500,0,0
600,300,15.5,30,440,200,3500,0.2,294.3916118
600,300,15.5,30,440,200,3500,0.4,588.8063045
600,300,15.5,30,440,200,3500,0.6,883.2437983
600,300,15.5,30,440,200,3500,0.8,1177.69846
600,300,15.5,30,440,200,3500,1,1472.175127
600,300,15.5,30,440,200,3500,1.2,1766.671765
600,300,15.5,30,440,200,3500,1.4,2061.181455
600,300,15.5,30,440,200,3500,1.6,2355.710122
600,300,15.5,30,440,200,3500,1.8,2650.254376
600,300,15.5,30,440,200,3500,2,2944.808835
600,300,15.5,30,440,200,3500,2.2,3239.378169
600,300,15.5,30,440,200,3500,2.4,3533.957244
600,300,15.5,30,440,200,3500,2.6,3828.542217
600,300,15.5,30,440,200,3500,2.8,4123.134884
600,300,15.5,30,440,200,3500,3,4417.729986
600,300,15.5,30,440,200,3500,3.2,4712.325679
600,300,15.5,30,440,200,3500,3.4,5006.920345
600,300,15.5,30,440,200,3500,3.6,5301.50868
600,300,15.5,30,440,200,3500,3.8,5596.090528
600,300,15.5,30,440,200,3500,4,5890.658528
600,300,15.5,30,440,200,3500,4.2,6185.20753
600,300,15.5,30,440,200,3500,4.4,6479.740458
600,300,15.5,30,440,200,3500,4.6,6774.243124
600,300,15.5,30,440,200,3500,4.8,7068.708771
600,300,15.5,30,440,200,3500,5,7363.145239
600,300,15.5,30,440,200,3500,5.2,7657.529906
600,300,15.5,30,440,200,3500,5.4,7951.826406
600,300,15.5,30,440,200,3500,5.6,8245.933707
600,300,15.5,30,440,200,3500,5.8,8539.518374
600,300,15.5,30,440,200,3500,6,8791.120491
600,300,15.5,30,440,200,3500,6.2,8968.72837
600,300,15.5,30,440,200,3500,6.4,8951.159036
600,300,15.5,30,440,200,3500,6.6,8855.984799
600,300,15.5,30,440,200,3500,6.8,8732.005761
600,300,15.5,30,440,200,3500,7,8607.365094
600,300,15.5,30,440,200,3500,7.2,8494.29329
600,300,15.5,30,440,200,3500,7.4,8388.57902
600,300,15.5,30,440,200,3500,7.6,8293.18102
600,300,15.5,30,440,200,3500,7.8,8205.247007
600,300,15.5,30,440,200,3500,8,8121.937186
600,300,15.5,30,440,200,3500,8.2,8044.873853
600,300,15.5,30,440,200,3500,8.4,7972.488237
600,300,15.5,30,440,200,3500,8.6,7902.214012
600,300,15.5,30,440,200,3500,8.8,7833.230909
600,300,15.5,30,440,200,3500,9,7755.886256
600,300,15.5,30,440,200,3500,9.2,7675.477067
600,300,15.5,30,440,200,3500,9.4,7595.127067
600,300,15.5,30,440,200,3500,9.6,7505.461576
600,300,15.5,30,440,200,3500,9.8,7410.967795
600,300,15.5,30,440,200,3500,10,7311.823129
600,300,15.5,30,440,200,3500,10.2,7212.72303
600,300,15.5,30,440,200,3500,10.4,7110.16192
600,300,15.5,30,440,200,3500,10.6,6996.002207
600,300,15.5,30,440,200,3500,10.8,6884.732794
600,300,15.5,30,440,200,3500,11,6775.878031
600,300,15.5,30,440,200,3500,11.2,6671.523364
600,300,15.5,30,440,200,3500,11.4,6561.083232
600,300,15.5,30,440,200,3500,11.6,6449.421367
600,300,15.5,30,440,200,3500,11.8,6341.166394
600,300,15.5,30,440,200,3500,12,6239.094247
600,300,15.5,30,440,200,3500,12.2,6141.246599
600,300,15.5,30,440,200,3500,12.4,6049.887266
600,300,15.5,30,440,200,3500,12.6,5962.166644
600,300,15.5,30,440,200,3500,12.8,5875.583249
600,300,15.5,30,440,200,3500,13,5788.319249
600,300,15.5,30,440,200,3500,13.2,5704.441352
600,300,15.5,30,440,200,3500,13.4,5623.106276
600,300,15.5,30,440,200,3500,13.6,5546.089353
600,300,15.5,30,440,200,3500,13.8,5472.941245
600,300,15.5,30,440,200,3500,14,5402.369802
600,300,15.5,30,440,200,3500,14.2,5335.635802
600,300,15.5,30,440,200,3500,14.4,5272.19564
600,300,15.5,30,440,200,3500,14.6,5210.879735
600,300,15.5,30,440,200,3500,14.8,5152.599262
600,300,15.5,30,440,200,3500,15,5096.344
600,300,15.5,30,440,1000,4000,0,0
600,300,15.5,30,440,1000,4000,0.2,12.87047119
600,300,15.5,30,440,1000,4000,0.4,25.74172814
600,300,15.5,30,440,1000,4000,0.6,38.61297582
600,300,15.5,30,440,1000,4000,0.8,51.48511988
600,300,15.5,30,440,1000,4000,1,64.35711988
600,300,15.5,30,440,1000,4000,1.2,77.22911988
600,300,15.5,30,440,1000,4000,1.4,90.10111988
600,300,15.5,30,440,1000,4000,1.6,102.9731199
600,300,15.5,30,440,1000,4000,1.8,115.8446328
600,300,15.5,30,440,1000,4000,2,128.7159661
600,300,15.5,30,440,1000,4000,2.2,141.5872994
600,300,15.5,30,440,1000,4000,2.4,154.4576586
600,300,15.5,30,440,1000,4000,2.6,167.327351
600,300,15.5,30,440,1000,4000,2.8,180.1960177
600,300,15.5,30,440,1000,4000,3,193.0637101
600,300,15.5,30,440,1000,4000,3.2,205.9302746
600,300,15.5,30,440,1000,4000,3.4,218.7942746
600,300,15.5,30,440,1000,4000,3.6,231.6563261
600,300,15.5,30,440,1000,4000,3.8,244.5167368
600,300,15.5,30,440,1000,4000,4,257.3740701
600,300,15.5,30,440,1000,4000,4.2,270.2279937
600,300,15.5,30,440,1000,4000,4.4,283.0792764
600,300,15.5,30,440,1000,4000,4.6,295.925943
600,300,15.5,30,440,1000,4000,4.8,308.7628675
600,300,15.5,30,440,1000,4000,5,320.8253184
600,300,15.5,30,440,1000,4000,5.2,330.3166517
600,300,15.5,30,440,1000,4000,5.4,330.1534649
600,300,15.5,30,440,1000,4000,5.6,325.6868783
600,300,15.5,30,440,1000,4000,5.8,318.7368783
600,300,15.5,30,440,1000,4000,6,312.8668011
600,300,15.5,30,440,1000,4000,6.2,307.6714453
600,300,15.5,30,440,1000,4000,6.4,303.3987787
600,300,15.5,30,440,1000,4000,6.6,299.7169764
600,300,15.5,30,440,1000,4000,6.8,296.3698467
600,300,15.5,30,440,1000,4000,7,293.4125134
600,300,15.5,30,440,1000,4000,7.2,290.716271
600,300,15.5,30,440,1000,4000,7.4,288.137646
600,300,15.5,30,440,1000,4000,7.6,285.6303126
600,300,15.5,30,440,1000,4000,7.8,282.917906
600,300,15.5,30,440,1000,4000,8,280.1435921
600,300,15.5,30,440,1000,4000,8.2,277.4149254
600,300,15.5,30,440,1000,4000,8.4,274.381815
600,300,15.5,30,440,1000,4000,8.6,271.1817398
600,300,15.5,30,440,1000,4000,8.8,267.7990844
600,300,15.5,30,440,1000,4000,9,264.4675589
600,300,15.5,30,440,1000,4000,9.2,261.0006457
600,300,15.5,30,440,1000,4000,9.4,257.0193124
600,300,15.5,30,440,1000,4000,9.6,253.0711026
600,300,15.5,30,440,1000,4000,9.8,249.2124522
600,300,15.5,30,440,1000,4000,10,245.6117856
600,300,15.5,30,440,1000,4000,10.2,241.7329888
600,300,15.5,30,440,1000,4000,10.4,237.7790343
600,300,15.5,30,440,1000,4000,10.6,233.9163548
600,300,15.5,30,440,1000,4000,10.8,230.2938299
600,300,15.5,30,440,1000,4000,11,226.8321049
600,300,15.5,30,440,1000,4000,11.2,223.6114383
600,300,15.5,30,440,1000,4000,11.4,220.5787961
600,300,15.5,30,440,1000,4000,11.6,217.5973194
600,300,15.5,30,440,1000,4000,11.8,214.5553295
600,300,15.5,30,440,1000,4000,12,211.6029528
600,300,15.5,30,440,1000,4000,12.2,208.7260543
600,300,15.5,30,440,1000,4000,12.4,205.990721
600,300,15.5,30,440,1000,4000,12.6,203.3951882
600,300,15.5,30,440,1000,4000,12.8,200.8936306
600,300,15.5,30,440,1000,4000,13,198.5336306
600,300,15.5,30,440,1000,4000,13.2,196.2871326
600,300,15.5,30,440,1000,4000,13.4,194.1158388
600,300,15.5,30,440,1000,4000,13.6,192.0558319
600,300,15.5,30,440,1000,4000,13.8,190.0854583
600,300,15.5,30,440,1000,4000,14,188.1736519
600,300,15.5,30,440,1000,4000,14.2,186.3469853
600,300,15.5,30,440,1000,4000,14.4,184.5948464
600,300,15.5,30,440,1000,4000,14.6,182.8824832
600,300,15.5,30,440,1000,4000,14.8,181.2111554
600,300,15.5,30,440,1000,4000,15,179.544
600,300,15.5,30,440,1000,4400,0,0
600,300,15.5,30,440,1000,4400,0.2,11.43076038
600,300,15.5,30,440,1000,4400,0.4,22.8611842
600,300,15.5,30,440,1000,4400,0.6,34.29144073
600,300,15.5,30,440,1000,4400,0.8,45.72134717
600,300,15.5,30,440,1000,4400,1,57.15068051
600,300,15.5,30,440,1000,4400,1.2,68.57903962
600,300,15.5,30,440,1000,4400,1.4,80.00673207
600,300,15.5,30,440,1000,4400,1.6,91.43339873
600,300,15.5,30,440,1000,4400,1.8,102.8590912
600,300,15.5,30,440,1000,4400,2,114.2838094
600,300,15.5,30,440,1000,4400,2.2,125.7064761
600,300,15.5,30,440,1000,4400,2.4,137.1271943
600,300,15.5,30,440,1000,4400,2.6,148.5464254
600,300,15.5,30,440,1000,4400,2.8,159.9630921
600,300,15.5,30,440,1000,4400,3,171.376349
600,300,15.5,30,440,1000,4400,3.2,182.7871188
600,300,15.5,30,440,1000,4400,3.4,194.1937854
600,300,15.5,30,440,1000,4400,3.6,205.595581
600,300,15.5,30,440,1000,4400,3.8,216.9937357
600,300,15.5,30,440,1000,4400,4,228.3857357
600,300,15.5,30,440,1000,4400,4.2,239.770429
600,300,15.5,30,440,1000,4400,4.4,251.1496611
600,300,15.5,30,440,1000,4400,4.6,262.5196611
600,300,15.5,30,440,1000,4400,4.8,273.8784575
600,300,15.5,30,440,1000,4400,5,285.2288184
600,300,15.5,30,440,1000,4400,5.2,296.5648184
600,300,15.5,30,440,1000,4400,5.4,307.0249947
600,300,15.5,30,440,1000,4400,5.6,313.4180199
600,300,15.5,30,440,1000,4400,5.8,307.3226866
600,300,15.5,30,440,1000,4400,6,300.6886096
600,300,15.5,30,440,1000,4400,6.2,294.1398147
600,300,15.5,30,440,1000,4400,6.4,288.5378147
600,300,15.5,30,440,1000,4400,6.6,283.6937578
600,300,15.5,30,440,1000,4400,6.8,279.3331528
600,300,15.5,30,440,1000,4400,7,275.6531528
600,300,15.5,30,440,1000,4400,7.2,272.3940158
600,300,15.5,30,440,1000,4400,7.4,269.2428064
600,300,15.5,30,440,1000,4400,7.6,265.9341397
600,300,15.5,30,440,1000,4400,7.8,262.6361895
600,300,15.5,30,440,1000,4400,8,259.245464
600,300,15.5,30,440,1000,4400,8.2,255.5321306
600,300,15.5,30,440,1000,4400,8.4,251.7204011
600,300,15.5,30,440,1000,4400,8.6,247.8128927
600,300,15.5,30,440,1000,4400,8.8,243.7069064
600,300,15.5,30,440,1000,4400,9,239.3427326
600,300,15.5,30,440,1000,4400,9.2,234.9608913
600,300,15.5,30,440,1000,4400,9.4,230.837558
600,300,15.5,30,440,1000,4400,9.6,226.4623888
600,300,15.5,30,440,1000,4400,9.8,222.0675865
600,300,15.5,30,440,1000,4400,10,217.9169198
600,300,15.5,30,440,1000,4400,10.2,214.1223395
600,300,15.5,30,440,1000,4400,10.4,210.5451261
600,300,15.5,30,440,1000,4400,10.6,207.2551151
600,300,15.5,30,440,1000,4400,10.8,203.9319887
600,300,15.5,30,440,1000,4400,11,200.649247
600,300,15.5,30,440,1000,4400,11.2,197.5419136
600,300,15.5,30,440,1000,4400,11.4,194.623579
600,300,15.5,30,440,1000,4400,11.6,191.8293513
600,300,15.5,30,440,1000,4400,11.8,189.2166933
600,300,15.5,30,440,1000,4400,12,186.7560004
600,300,15.5,30,440,1000,4400,12.2,184.3948464
600,300,15.5,30,440,1000,4400,12.4,182.1788464
600,300,15.5,30,440,1000,4400,12.6,180.0841368
