h,bf,tw,tf,fy,T,L,di,Pi
600,300,15.5,30,355,200,2500,14,8281.149033
600,300,15.5,30,355,200,2500,14.2,8275.665033
600,300,15.5,30,355,200,2500,14.4,8269.938939
600,300,15.5,30,355,200,2500,14.6,8264.041648
600,300,15.5,30,355,200,2500,14.8,8257.871002
600,300,15.5,30,355,200,2500,15,8251.547
200,200,9,15,235,200,2500,0,0
200,200,9,15,235,200,2500,0.2,119.4732401
200,200,9,15,235,200,2500,0.4,238.9582869
200,200,9,15,235,200,2500,0.6,358.4546735
200,200,9,15,235,200,2500,0.8,477.9588506
200,200,9,15,235,200,2500,1,597.4735173
200,200,9,15,235,200,2500,1.2,716.9959777
200,200,9,15,235,200,2500,1.4,836.5231563
200,200,9,15,235,200,2500,1.6,956.0564897
200,200,9,15,235,200,2500,1.8,1075.59372
200,200,9,15,235,200,2500,2,1195.132233
200,200,9,15,235,200,2500,2.2,1314.670233
200,200,9,15,235,200,2500,2.4,1424.849875
200,200,9,15,235,200,2500,2.6,1512.070691
200,200,9,15,235,200,2500,2.8,1494.39031
200,200,9,15,235,200,2500,3,1468.318659
200,200,9,15,235,200,2500,3.2,1445.388997
200,200,9,15,235,200,2500,3.4,1424.923145
200,200,9,15,235,200,2500,3.6,1407.150478
200,200,9,15,235,200,2500,3.8,1390.486441
200,200,9,15,235,200,2500,4,1374.783696
200,200,9,15,235,200,2500,4.2,1360.456363
200,200,9,15,235,200,2500,4.4,1346.79846
200,200,9,15,235,200,2500,4.6,1333.716746
200,200,9,15,235,200,2500,4.8,1321.397413
200,200,9,15,235,200,2500,5,1308.062572
200,200,9,15,235,200,2500,5.2,1293.919282
200,200,9,15,235,200,2500,5.4,1279.669948
200,200,9,15,235,200,2500,5.6,1265.179963
200,200,9,15,235,200,2500,5.8,1250.356946
200,200,9,15,235,200,2500,6,1233.24428
200,200,9,15,235,200,2500,6.2,1216.36407
200,200,9,15,235,200,2500,6.4,1199.71467
200,200,9,15,235,200,2500,6.6,1183.822003
200,200,9,15,235,200,2500,6.8,1166.676902
200,200,9,15,235,200,2500,7,1148.554895
200,200,9,15,235,200,2500,7.2,1130.624895
200,200,9,15,235,200,2500,7.4,1113.373639
200,200,9,15,235,200,2500,7.6,1096.73293
200,200,9,15,235,200,2500,7.8,1081.28693
200,200,9,15,235,200,2500,8,1065.932944
200,200,9,15,235,200,2500,8.2,1050.590077
200,200,9,15,235,200,2500,8.4,1034.262077
200,200,9,15,235,200,2500,8.6,1018.341994
200,200,9,15,235,200,2500,8.8,1002.804433
200,200,9,15,235,200,2500,9,988.2344811
200,200,9,15,235,200,2500,9.2,974.2467313
200,200,9,15,235,200,2500,9.4,960.7756368
200,200,9,15,235,200,2500,9.6,948.2163035
200,200,9,15,235,200,2500,9.8,935.9821859
200,200,9,15,235,200,2500,10,923.9731452
200,200,9,15,235,200,2500,10.2,911.4564785
200,200,9,15,235,200,2500,10.4,899.0869827
200,200,9,15,235,200,2500,10.6,886.8711904
200,200,9,15,235,200,2500,10.8,875.2558183
200,200,9,15,235,200,2500,11,864.0200726
200,200,9,15,235,200,2500,11.2,853.1230307
200,200,9,15,235,200,2500,11.4,842.8496974
200,200,9,15,235,200,2500,11.6,832.9198337
200,200,9,15,235,200,2500,11.8,823.2935817
200,200,9,15,235,200,2500,12,814.1862787
200,200,9,15,235,200,2500,12.2,805.1601521
200,200,9,15,235,200,2500,12.4,796.2096861
200,200,9,15,235,200,2500,12.6,787.4443527
200,200,9,15,235,200,2500,12.8,778.7404863
200,200,9,15,235,200,2500,13,770.0938147
200,200,9,15,235,200,2500,13.2,761.5858147
200,200,9,15,235,200,2500,13.4,753.2726613
200,200,9,15,235,200,2500,13.6,745.1351417
200,200,9,15,235,200,2500,13.8,737.3464491
200,200,9,15,235,200,2500,14,729.7630331
200,200,9,15,235,200,2500,14.2,722.3624723
200,200,9,15,235,200,2500,14.4,715.2944723
200,200,9,15,235,200,2500,14.6,708.4064027
200,200,9,15,235,200,2500,14.8,701.6763162
200,200,9,15,235,200,2500,15,695.201
200,200,9,15,235,200,3500,0,0
200,200,9,15,235,200,3500,0.2,85.16730868
200,200,9,15,235,200,3500,0.4,170.3260073
200,200,9,15,235,200,3500,0.6,255.4729546
200,200,9,15,235,200,3500,0.8,340.6077435
200,200,9,15,235,200,3500,1,425.7257435
200,200,9,15,235,200,3500,1.2,510.8203622
200,200,9,15,235,200,3500,1.4,595.8962129
200,200,9,15,235,200,3500,1.6,680.9382129
200,200,9,15,235,200,3500,1.8,765.9392957
200,200,9,15,235,200,3500,2,850.9077652
200,200,9,15,235,200,3500,2.2,935.8177652
200,200,9,15,235,200,3500,2.4,1020.655673
200,200,9,15,235,200,3500,2.6,1105.436558
200,200,9,15,235,200,3500,2.8,1190.115892
200,200,9,15,235,200,3500,3,1274.331983
200,200,9,15,235,200,3500,3.2,1340.709762
200,200,9,15,235,200,3500,3.4,1348.161095
200,200,9,15,235,200,3500,3.6,1313.958678
200,200,9,15,235,200,3500,3.8,1267.748499
200,200,9,15,235,200,3500,4,1232.699833
200,200,9,15,235,200,3500,4.2,1204.253455
200,200,9,15,235,200,3500,4.4,1179.392729
200,200,9,15,235,200,3500,4.6,1158.374063
200,200,9,15,235,200,3500,4.8,1136.64178
200,200,9,15,235,200,3500,5,1114.650445
200,200,9,15,235,200,3500,5.2,1092.672445
200,200,9,15,235,200,3500,5.4,1069.326153
200,200,9,15,235,200,3500,5.6,1045.561447
200,200,9,15,235,200,3500,5.8,1022.083447
200,200,9,15,235,200,3500,6,997.9541811
200,200,9,15,235,200,3500,6.2,974.2333239
200,200,9,15,235,200,3500,6.4,952.6753239
200,200,9,15,235,200,3500,6.6,930.3569452
200,200,9,15,235,200,3500,6.8,908.1716302
200,200,9,15,235,200,3500,7,887.3649636
200,200,9,15,235,200,3500,7.2,868.3898305
200,200,9,15,235,200,3500,7.4,850.5145617
200,200,9,15,235,200,3500,7.6,834.055895
200,200,9,15,235,200,3500,7.8,817.493961
200,200,9,15,235,200,3500,8,801.1412339
200,200,9,15,235,200,3500,8.2,785.6132339
200,200,9,15,235,200,3500,8.4,771.1461595
200,200,9,15,235,200,3500,8.6,757.3731093
200,200,9,15,235,200,3500,8.8,744.6104852
200,200,9,15,235,200,3500,9,732.6822154
200,200,9,15,235,200,3500,9.2,721.2875706
200,200,9,15,235,200,3500,9.4,710.646904
200,200,9,15,235,200,3500,9.6,700.6263283
200,200,9,15,235,200,3500,9.8,690.9544279
200,200,9,15,235,200,3500,10,681.6830946
200,200,9,15,235,200,3500,10.2,672.623676
200,200,9,15,235,200,3500,10.4,663.6981787
200,200,9,15,235,200,3500,10.6,654.9588162
200,200,9,15,235,200,3500,10.8,646.5502227
200,200,9,15,235,200,3500,11,638.3710459
200,200,9,15,235,200,3500,11.2,630.5503793
200,200,9,15,235,200,3500,11.4,623.0551021
200,200,9,15,235,200,3500,11.6,615.7751156
200,200,9,15,235,200,3500,11.8,608.8131388
200,200,9,15,235,200,3500,12,602.1297541
200,200,9,15,235,200,3500,12.2,595.6291882
200,200,9,15,235,200,3500,12.4,589.3958548
200,200,9,15,235,200,3500,12.6,583.3977956
200,200,9,15,235,200,3500,12.8,577.5538165
200,200,9,15,235,200,3500,13,571.9344831
200,200,9,15,235,200,3500,13.2,566.501726
200,200,9,15,235,200,3500,13.4,561.1907876
200,200,9,15,235,200,3500,13.6,556.0567705
200,200,9,15,235,200,3500,13.8,551.0537985
200,200,9,15,235,200,3500,14,546.1423431
200,200,9,15,235,200,3500,14.2,541.3750097
200,200,9,15,235,200,3500,14.4,536.7440414
200,200,9,15,235,200,3500,14.6,532.2067698
200,200,9,15,235,200,3500,14.8,527.8054512
200,200,9,15,235,200,3500,15,523.497
600,300,15.5,30,355,200,5000,0,0
600,300,15.5,30,355,200,5000,0.2,205.5460156
600,300,15.5,30,355,200,5000,0.4,411.0745385
600,300,15.5,30,355,200,5000,0.6,616.5860256
600,300,15.5,30,355,200,5000,0.8,822.0791224
600,300,15.5,30,355,200,5000,1,1027.546456
600,300,15.5,30,355,200,5000,1.2,1232.982127
600,300,15.5,30,355,200,5000,1.4,1438.393363
600,300,15.5,30,355,200,5000,1.6,1643.76203
600,300,15.5,30,355,200,5000,1.8,1849.081012
600,300,15.5,30,355,200,5000,2,2054.36261
600,300,15.5,30,355,200,5000,2.2,2259.58061
600,300,15.5,30,355,200,5000,2.4,2464.724082
600,300,15.5,30,355,200,5000,2.6,2669.811326
600,300,15.5,30,355,200,5000,2.8,2874.802659
600,300,15.5,30,355,200,5000,3,3079.682444
600,300,15.5,30,355,200,5000,3.2,3284.478054
600,300,15.5,30,355,200,5000,3.4,3489.130054
600,300,15.5,30,355,200,5000,3.6,3693.613514
600,300,15.5,30,355,200,5000,3.8,3897.96903
600,300,15.5,30,355,200,5000,4,4102.10503
600,300,15.5,30,355,200,5000,4.2,4305.982375
600,300,15.5,30,355,200,5000,4.4,4409.661806
600,300,15.5,30,355,200,5000,4.6,4712.999139
600,300,15.5,30,355,200,5000,4.8,4915.926813
600,300,15.5,30,355,200,5000,5,5118.538477
600,300,15.5,30,355,200,5000,5.2,5320.599811
600,300,15.5,30,355,200,5000,5.4,5521.988445
600,300,15.5,30,355,200,5000,5.6,5722.852621
600,300,15.5,30,355,200,5000,5.8,5922.794621
600,300,15.5,30,355,200,5000,6,6113.610616
600,300,15.5,30,355,200,5000,6.2,6215.36211
600,300,15.5,30,355,200,5000,6.4,6031.277444
600,300,15.5,30,355,200,5000,6.6,5856.669989
600,300,15.5,30,355,200,5000,6.8,5700.790182
600,300,15.5,30,355,200,5000,7,5595.720849
600,300,15.5,30,355,200,5000,7.2,5510.472509
600,300,15.5,30,355,200,5000,7.4,5435.848394
600,300,15.5,30,355,200,5000,7.6,5372.290394
600,300,15.5,30,355,200,5000,7.8,5308.59649
600,300,15.5,30,355,200,5000,8,5242.440499
600,300,15.5,30,355,200,5000,8.2,5168.293165
600,300,15.5,30,355,200,5000,8.4,5082.141723
600,300,15.5,30,355,200,5000,8.6,4990.839765
600,300,15.5,30,355,200,5000,8.8,4897.105411
600,300,15.5,30,355,200,5000,9,4794.727838
600,300,15.5,30,355,200,5000,9.2,4691.208079
600,300,15.5,30,355,200,5000,9.4,4594.505413
600,300,15.5,30,355,200,5000,9.6,4493.852771
600,300,15.5,30,355,200,5000,9.8,4394.093966
600,300,15.5,30,355,200,5000,10,4302.172632
600,300,15.5,30,355,200,5000,10.2,4218.012621
600,300,15.5,30,355,200,5000,10.4,4136.906573
600,300,15.5,30,355,200,5000,10.6,4056.444305
600,300,15.5,30,355,200,5000,10.8,3980.752988
600,300,15.5,30,355,200,5000,11,3908.540621
600,300,15.5,30,355,200,5000,11.2,3842.065954
600,300,15.5,30,355,200,5000,11.4,3780.353275
600,300,15.5,30,355,200,5000,11.6,3721.66664
600,300,15.5,30,355,200,5000,11.8,3667.218155
600,300,15.5,30,355,200,5000,12,3615.955093
600,300,15.5,30,355,200,5000,12.2,3566.235669
600,300,15.5,30,355,200,5000,12.4,3517.748336
600,300,15.5,30,355,200,5000,12.6,3471.183139
600,300,15.5,30,355,200,5000,12.8,3426.000321
600,300,15.5,30,355,200,5000,13,3383.064988
600,300,15.5,30,355,200,5000,13.2,3342.137133
600,300,15.5,30,355,200,5000,13.4,3302.52109
600,300,15.5,30,355,200,5000,13.6,3264.812298
600,300,15.5,30,355,200,5000,13.8,3228.763181
600,300,15.5,30,355,200,5000,14,3193.801171
600,300,15.5,30,355,200,5000,14.2,3160.424405
600,300,15.5,30,355,200,5000,14.4,3128.392261
600,300,15.5,30,355,200,5000,14.6,3097.239291
600,300,15.5,30,355,200,5000,14.8,3067.366057
600,300,15.5,30,355,200,5000,15,3038.33
200,200,9,15,235,600,4000,0,0
200,200,9,15,235,600,4000,0.2,25.6433537
200,200,9,15,235,600,4000,0.4,51.27999772
200,200,9,15,235,600,4000,0.6,76.90880751
200,200,9,15,235,600,4000,0.8,102.5304844
200,200,9,15,235,600,4000,1,128.1411511
200,200,9,15,235,600,4000,1.2,153.7376916
200,200,9,15,235,600,4000,1.4,179.3228738
200,200,9,15,235,600,4000,1.6,204.8875405
200,200,9,15,235,600,4000,1.8,230.4268775
200,200,9,15,235,600,4000,2,255.9462669
200,200,9,15,235,600,4000,2.2,281.4302669
200,200,9,15,235,600,4000,2.4,306.8679914
200,200,9,15,235,600,4000,2.6,330.8549982
200,200,9,15,235,600,4000,2.8,350.0603315
200,200,9,15,235,600,4000,3,354.3678926
200,200,9,15,235,600,4000,3.2,352.4177773
200,200,9,15,235,600,4000,3.4,347.912444
200,200,9,15,235,600,4000,3.6,343.9429316
200,200,9,15,235,600,4000,3.8,340.2941067
200,200,9,15,235,600,4000,4,337.0561067
200,200,9,15,235,600,4000,4.2,334.1254731
200,200,9,15,235,600,4000,4.4,331.3578097
200,200,9,15,235,600,4000,4.6,328.7558097
200,200,9,15,235,600,4000,4.8,325.681313
200,200,9,15,235,600,4000,5,322.3655997
200,200,9,15,235,600,4000,5.2,318.8262663
200,200,9,15,235,600,4000,5.4,314.8188203
200,200,9,15,235,600,4000,5.6,310.6331306
200,200,9,15,235,600,4000,5.8,306.4284639
200,200,9,15,235,600,4000,6,301.8535936
200,200,9,15,235,600,4000,6.2,297.2036172
200,200,9,15,235,600,4000,6.4,292.7582839
200,200,9,15,235,600,4000,6.6,288.4235245
200,200,9,15,235,600,4000,6.8,284.1110713
200,200,9,15,235,600,4000,7,279.7370713
200,200,9,15,235,600,4000,7.2,275.578861
200,200,9,15,235,600,4000,7.4,271.5793893
200,200,9,15,235,600,4000,7.6,267.844056
200,200,9,15,235,600,4000,7.8,264.3410741
200,200,9,15,235,600,4000,8,260.9506517
200,200,9,15,235,600,4000,8.2,257.6499851
200,200,9,15,235,600,4000,8.4,254.414104
200,200,9,15,235,600,4000,8.6,251.2436261
200,200,9,15,235,600,4000,8.8,248.2116362
200,200,9,15,235,600,4000,9,245.3262511
200,200,9,15,235,600,4000,9.2,242.5388906
200,200,9,15,235,600,4000,9.4,239.898224
200,200,9,15,235,600,4000,9.6,237.3827446
200,200,9,15,235,600,4000,9.8,234.9469345
200,200,9,15,235,600,4000,10,232.6229345
200,200,9,15,235,600,4000,10.2,230.3983103
200,200,9,15,235,600,4000,10.4,228.2407615
200,200,9,15,235,600,4000,10.6,226.1847546
200,200,9,15,235,600,4000,10.8,224.2135099
200,200,9,15,235,600,4000,11,222.2936546
200,200,9,15,235,600,4000,11.2,220.440988
200,200,9,15,235,600,4000,11.4,218.6253417
200,200,9,15,235,600,4000,11.6,216.836414
200,200,9,15,235,600,4000,11.8,215.0910865
200,200,9,15,235,600,4000,12,213.3925129
200,200,9,15,235,600,4000,12.2,211.7262454
200,200,9,15,235,600,4000,12.4,210.1102454
200,200,9,15,235,600,4000,12.6,208.5419821
200,200,9,15,235,600,4000,12.8,207.0057705
200,200,9,15,235,600,4000,13,205.5177705
200,200,9,15,235,600,4000,13.2,204.0731267
200,200,9,15,235,600,4000,13.4,202.6572259
200,200,9,15,235,600,4000,13.6,201.283888
200,200,9,15,235,600,4000,13.8,199.948548
200,200,9,15,235,600,4000,14,198.6387479
200,200,9,15,235,600,4000,14.2,197.3674146
200,200,9,15,235,600,4000,14.4,196.1292047
200,200,9,15,235,600,4000,14.6,194.9133549
200,200,9,15,235,600,4000,14.8,193.7313588
200,200,9,15,235,600,4000,15,192.572
600,300,15.5,30,355,400,3500,0,0
600,300,15.5,30,355,400,3500,0.2,228.9744183
600,300,15.5,30,355,400,3500,0.4,457.9663648
600,300,15.5,30,355,400,3500,0.6,686.9764196
600,300,15.5,30,355,400,3500,0.8,915.9995116
600,300,15.5,30,355,400,3500,1,1145.039512
600,300,15.5,30,355,400,3500,1.2,1374.095099
600,300,15.5,30,355,400,3500,1.4,1603.161046
600,300,15.5,30,355,400,3500,1.6,1832.242379
600,300,15.5,30,355,400,3500,1.8,2061.335403
600,300,15.5,30,355,400,3500,2,2290.436119
600,300,15.5,30,355,400,3500,2.2,2519.548119
600,300,15.5,30,355,400,3500,2.4,2748.6684
600,300,15.5,30,355,400,3500,2.6,2977.793425
600,300,15.5,30,355,400,3500,2.8,3206.924092
600,300,15.5,30,355,400,3500,3,3436.056707
600,300,15.5,30,355,400,3500,3.2,3665.189733
600,300,15.5,30,355,400,3500,3.4,3894.321733
600,300,15.5,30,355,400,3500,3.6,4123.448862
600,300,15.5,30,355,400,3500,3.8,4352.565122
600,300,15.5,30,355,400,3500,4,4581.651122
600,300,15.5,30,355,400,3500,4.2,4810.107776
600,300,15.5,30,355,400,3500,4.4,5023.026897
600,300,15.5,30,355,400,3500,4.6,5184.897564
600,300,15.5,30,355,400,3500,4.8,5238.191412
600,300,15.5,30,355,400,3500,5,5242.640526
600,300,15.5,30,355,400,3500,5.2,5217.667193
600,300,15.5,30,355,400,3500,5.4,5193.108877
600,300,15.5,30,355,400,3500,5.6,5169.598678
600,300,15.5,30,355,400,3500,5.8,5149.074011
600,300,15.5,30,355,400,3500,6,5132.009774
600,300,15.5,30,355,400,3500,6.2,5116.906336
600,300,15.5,30,355,400,3500,6.4,5104.088336
600,300,15.5,30,355,400,3500,6.6,5092.213381
600,300,15.5,30,355,400,3500,6.8,5080.867812
600,300,15.5,30,355,400,3500,7,5070.128478
600,300,15.5,30,355,400,3500,7.2,5059.653646
600,300,15.5,30,355,400,3500,7.4,5049.322138
600,300,15.5,30,355,400,3500,7.6,5039.143471
600,300,15.5,30,355,400,3500,7.8,5028.893686
600,300,15.5,30,355,400,3500,8,5018.630911
600,300,15.5,30,355,400,3500,8.2,5008.412245
600,300,15.5,30,355,400,3500,8.4,4998.006041
600,300,15.5,30,355,400,3500,8.6,4987.081689
600,300,15.5,30,355,400,3500,8.8,4974.65973
600,300,15.5,30,355,400,3500,9,4958.984315
600,300,15.5,30,355,400,3500,9.2,4941.651966
600,300,15.5,30,355,400,3500,9.4,4922.793299
600,300,15.5,30,355,400,3500,9.6,4903.215658
600,300,15.5,30,355,400,3500,9.8,4881.849372
600,300,15.5,30,355,400,3500,10,4855.401372
600,300,15.5,30,355,400,3500,10.2,4826.009841
600,300,15.5,30,355,400,3500,10.4,4795.259819
600,300,15.5,30,355,400,3500,10.6,4763.597713
600,300,15.5,30,355,400,3500,10.8,4731.013586
600,300,15.5,30,355,400,3500,11,4696.444175
600,300,15.5,30,355,400,3500,11.2,4656.386842
600,300,15.5,30,355,400,3500,11.4,4615.718673
600,300,15.5,30,355,400,3500,11.6,4575.010056
600,300,15.5,30,355,400,3500,11.8,4534.917523
600,300,15.5,30,355,400,3500,12,4496.05523
600,300,15.5,30,355,400,3500,12.2,4457.330608
600,300,15.5,30,355,400,3500,12.4,4417.552608
600,300,15.5,30,355,400,3500,12.6,4375.856856
600,300,15.5,30,355,400,3500,12.8,4333.543841
600,300,15.5,30,355,400,3500,13,4291.529841
600,300,15.5,30,355,400,3500,13.2,4250.914431
600,300,15.5,30,355,400,3500,13.4,4211.271673
600,300,15.5,30,355,400,3500,13.6,4173.153546
600,300,15.5,30,355,400,3500,13.8,4136.422314
600,300,15.5,30,355,400,3500,14,4100.619202
600,300,15.5,30,355,400,3500,14.2,4066.206536
600,300,15.5,30,355,400,3500,14.4,4032.540121
600,300,15.5,30,355,400,3500,14.6,3998.932604
600,300,15.5,30,355,400,3500,14.8,3964.604052
600,300,15.5,30,355,400,3500,15,3930.438
600,300,15.5,30,355,20,4400,0,0
600,300,15.5,30,355,20,4400,0.2,253.9677829
600,300,15.5,30,355,20,4400,0.4,507.9297464
600,300,15.5,30,355,20,4400,0.6,761.8865503
600,300,15.5,30,355,20,4400,0.8,1015.835301
600,300,15.5,30,355,20,4400,1,1269.771968
600,300,15.5,30,355,20,4400,1.2,1523.692073
600,300,15.5,30,355,20,4400,1.4,1777.598999
600,300,15.5,30,355,20,4400,1.6,2031.482332
600,300,15.5,30,355,20,4400,1.8,2285.335952
600,300,15.5,30,355,20,4400,2,2539.166778
600,300,15.5,30,355,20,4400,2.2,2792.958111
600,300,15.5,30,355,20,4400,2.4,3046.702682
600,300,15.5,30,355,20,4400,2.6,3300.411408
600,300,15.5,30,355,20,4400,2.8,3554.058075
600,300,15.5,30,355,20,4400,3,3807.632649
600,300,15.5,30,355,20,4400,3.2,4061.152662
600,300,15.5,30,355,20,4400,3.4,4314.579329
600,300,15.5,30,355,20,4400,3.6,4567.89737
600,300,15.5,30,355,20,4400,3.8,4821.133081
600,300,15.5,30,355,20,4400,4,5074.227748
600,300,15.5,30,355,20,4400,4.2,5327.159233
600,300,15.5,30,355,20,4400,4.4,5579.966749
600,300,15.5,30,355,20,4400,4.6,5832.561415
600,300,15.5,30,355,20,4400,4.8,6084.907169
600,300,15.5,30,355,20,4400,5,6337.063521
600,300,15.5,30,355,20,4400,5.2,6588.894187
600,300,15.5,30,355,20,4400,5.4,6840.338576
600,300,15.5,30,355,20,4400,5.6,7091.487107
600,300,15.5,30,355,20,4400,5.8,7342.123773
600,300,15.5,30,355,20,4400,6,7588.004298
600,300,15.5,30,355,20,4400,6.2,7733.054863
600,300,15.5,30,355,20,4400,6.4,7547.655529
600,300,15.5,30,355,20,4400,6.6,7317.884859
600,300,15.5,30,355,20,4400,6.8,7095.448257
600,300,15.5,30,355,20,4400,7,6952.024923
600,300,15.5,30,355,20,4400,7.2,6832.758349
600,300,15.5,30,355,20,4400,7.4,6723.81986
600,300,15.5,30,355,20,4400,7.6,6619.629193
600,300,15.5,30,355,20,4400,7.8,6512.252827
600,300,15.5,30,355,20,4400,8,6401.209287
600,300,15.5,30,355,20,4400,8.2,6281.851287
600,300,15.5,30,355,20,4400,8.4,6145.372345
600,300,15.5,30,355,20,4400,8.6,5998.620719
600,300,15.5,30,355,20,4400,8.8,5838.655919
600,300,15.5,30,355,20,4400,9,5683.020246
600,300,15.5,30,355,20,4400,9.2,5528.0148
600,300,15.5,30,355,20,4400,9.4,5369.7888
600,300,15.5,30,355,20,4400,9.6,5226.664184
600,300,15.5,30,355,20,4400,9.8,5090.421743
600,300,15.5,30,355,20,4400,10,4958.567077
600,300,15.5,30,355,20,4400,10.2,4834.273627
600,300,15.5,30,355,20,4400,10.4,4716.60153
600,300,15.5,30,355,20,4400,10.6,4611.717847
600,300,15.5,30,355,20,4400,10.8,4516.480659
600,300,15.5,30,355,20,4400,11,4426.576676
600,300,15.5,30,355,20,4400,11.2,4342.600676
600,300,15.5,30,355,20,4400,11.4,4261.916565
600,300,15.5,30,355,20,4400,11.6,4183.77966
600,300,15.5,30,355,20,4400,11.8,4110.091239
600,300,15.5,30,355,20,4400,12,4041.22678
600,300,15.5,30,355,20,4400,12.2,3975.504761
600,300,15.5,30,355,20,4400,12.4,3914.332761
600,300,15.5,30,355,20,4400,12.6,3856.923198
600,300,15.5,30,355,20,4400,12.8,3801.888393
600,300,15.5,30,355,20,4400,13,3750.148393
600,300,15.5,30,355,20,4400,13.2,3701.276613
600,300,15.5,30,355,20,4400,13.4,3654.202915
600,300,15.5,30,355,20,4400,13.6,3609.600099
600,300,15.5,30,355,20,4400,13.8,3567.20254
600,300,15.5,30,355,20,4400,14,3526.205607
600,300,15.5,30,355,20,4400,14.2,3487.168941
600,300,15.5,30,355,20,4400,14.4,3449.811829
600,300,15.5,30,355,20,4400,14.6,3413.555484
600,300,15.5,30,355,20,4400,14.8,3378.9056
600,300,15.5,30,355,20,4400,15,3345.193
600,300,15.5,30,355,1000,5000,0,0
600,300,15.5,30,355,1000,5000,0.2,10.27865922
600,300,15.5,30,355,1000,5000,0.4,20.55672016
600,300,15.5,30,355,1000,5000,0.6,30.83419015
600,300,15.5,30,355,1000,5000,0.8,41.11100599
600,300,15.5,30,355,1000,5000,1,51.38567265
600,300,15.5,30,355,1000,5000,1.2,61.6593651
600,300,15.5,30,355,1000,5000,1.4,71.93192955
600,300,15.5,30,355,1000,5000,1.6,82.20192955
600,300,15.5,30,355,1000,5000,1.8,92.469494
600,300,15.5,30,355,1000,5000,2,102.735238
600,300,15.5,30,355,1000,5000,2.2,112.9979047
600,300,15.5,30,355,1000,5000,2.4,123.2571616
600,300,15.5,30,355,1000,5000,2.6,133.5136238
600,300,15.5,30,355,1000,5000,2.8,143.7649571
600,300,15.5,30,355,1000,5000,3,154.0109323
600,300,15.5,30,355,1000,5000,3.2,164.2527794
600,300,15.5,30,355,1000,5000,3.4,174.4874461
600,300,15.5,30,355,1000,5000,3.6,184.7138319
600,300,15.5,30,355,1000,5000,3.8,194.917328
600,300,15.5,30,355,1000,5000,4,205.0546613
600,300,15.5,30,355,1000,5000,4.2,212.7720322
600,300,15.5,30,355,1000,5000,4.4,218.2076858
600,300,15.5,30,355,1000,5000,4.6,219.0083524
600,300,15.5,30,355,1000,5000,4.8,218.1206959
600,300,15.5,30,355,1000,5000,5,216.4998229
600,300,15.5,30,355,1000,5000,5.2,214.5091562
600,300,15.5,30,355,1000,5000,5.4,212.4931598
600,300,15.5,30,355,1000,5000,5.6,210.5008885
600,300,15.5,30,355,1000,5000,5.8,208.6188885
600,300,15.5,30,355,1000,5000,6,206.8333363
600,300,15.5,30,355,1000,5000,6.2,205.1124
600,300,15.5,30,355,1000,5000,6.4,203.4884
600,300,15.5,30,355,1000,5000,6.6,201.6895276
600,300,15.5,30,355,1000,5000,6.8,199.7869812
600,300,15.5,30,355,1000,5000,7,197.7536478
600,300,15.5,30,355,1000,5000,7.2,195.4416876
600,300,15.5,30,355,1000,5000,7.4,192.9894994
600,300,15.5,30,355,1000,5000,7.6,190.4121661
600,300,15.5,30,355,1000,5000,7.8,187.6964935
600,300,15.5,30,355,1000,5000,8,184.8681624
600,300,15.5,30,355,1000,5000,8.2,181.8341624
600,300,15.5,30,355,1000,5000,8.4,178.9350919
600,300,15.5,30,355,1000,5000,8.6,176.0277871
600,300,15.5,30,355,1000,5000,8.8,172.9271308
600,300,15.5,30,355,1000,5000,9,169.9024482
600,300,15.5,30,355,1000,5000,9.2,166.9619024
600,300,15.5,30,355,1000,5000,9.4,164.208569
600,300,15.5,30,355,1000,5000,9.6,161.6242629
600,300,15.5,30,355,1000,5000,9.8,159.1007251
600,300,15.5,30,355,1000,5000,10,156.5720584
600,300,15.5,30,355,1000,5000,10.2,154.124744
600,300,15.5,30,355,1000,5000,10.4,151.7506265
600,300,15.5,30,355,1000,5000,10.6,149.5206191
600,300,15.5,30,355,1000,5000,10.8,147.4270079
600,300,15.5,30,355,1000,5000,11,145.4207347
600,300,15.5,30,355,1000,5000,11.2,143.538068
600,300,15.5,30,355,1000,5000,11.4,141.7586687
600,300,15.5,30,355,1000,5000,11.6,140.0457853
600,300,15.5,30,355,1000,5000,11.8,138.4277907
600,300,15.5,30,355,1000,5000,12,136.8750607
600,300,15.5,30,355,1000,5000,12.2,135.3537714
600,300,15.5,30,355,1000,5000,12.4,133.8571047
600,300,15.5,30,355,1000,5000,12.6,132.4091491
600,300,15.5,30,355,1000,5000,12.8,130.9959107
600,300,15.5,30,355,1000,5000,13,129.6385774
600,300,15.5,30,355,1000,5000,13.2,128.3328808
600,300,15.5,30,355,1000,5000,13.4,127.0615939
600,300,15.5,30,355,1000,5000,13.6,125.8415898
600,300,15.5,30,355,1000,5000,13.8,124.6664028
600,300,15.5,30,355,1000,5000,14,123.5206534
600,300,15.5,30,355,1000,5000,14.2,122.4179867
600,300,15.5,30,355,1000,5000,14.4,121.3542889
600,300,15.5,30,355,1000,5000,14.6,120.316182
600,300,15.5,30,355,1000,5000,14.8,119.3155187
600,300,15.5,30,355,1000,5000,15,118.339
200,200,9,15,235,400,4000,0,0
200,200,9,15,235,400,4000,0.2,57.90205448
200,200,9,15,235,400,4000,0.4,115.7906953
200,200,9,15,235,400,4000,0.6,173.6613209
200,200,9,15,235,400,4000,0.8,231.5152032
